isu,full_name,telegram,score
100521,Volkov Petr Alexandrovich,@student_100521,67
100522,Petrov Sofia Dmitrievna,@student_100522,66
100523,Kuznetsov Ivan Andreevna,@student_100523,32
100524,Volkov Dmitry Sergeevich,@student_100524,78
100525,Lebedev Alina Dmitrievna,@student_100525,24
100526,Alekseev Sofia Sergeevich,@student_100526,13
100527,Alekseev Andrey Dmitrievna,@student_100527,14
100528,Kuznetsov Andrey Dmitrievich,@student_100528,68
100529,Alekseev Victoria Dmitrievna,@student_100529,20
100530,Lebedev Anna Ivanovna,@student_100530,70
100531,Morozov Anastasia Petrovna,@student_100531,61
100532,Morozov Andrey Alexandrovich,@student_100532,63
100533,Ivanov Mikhail Dmitrievna,@student_100533,98
100534,Sokolov Nikita Mikhailovich,@student_100534,69
100535,Mikhailov Ivan Ivanovna,@student_100535,40
100536,Fedorov Alina Mikhailovna,@student_100536,61
100537,Popov Artem Sergeevich,@student_100537,94
100538,Volkov Alina Alexandrovich,@student_100538,32
100539,Volkov Anna Sergeevna,@student_100539,49
100540,Vasiliev Daria Alexandrovna,@student_100540,33
100541,Volkov Sergey Andreevich,@student_100541,92
100542,Lebedev Victoria Alexandrovich,@student_100542,85
100543,Lebedev Anastasia Ivanovich,@student_100543,75
100544,Lebedev Polina Dmitrievich,@student_100544,77
100545,Petrov Egor Petrovna,@student_100545,46
100546,Fedorov Sergey Petrovna,@student_100546,65
100547,Novikov Andrey Alexandrovich,@student_100547,26
100548,Vasiliev Maria Andreevich,@student_100548,41
100549,Kuznetsov Sergey Sergeevna,@student_100549,82
100550,Kuznetsov Alina Ivanovna,@student_100550,16
100551,Popov Ivan Ivanovich,@student_100551,33
100552,Vasiliev Polina Petrovich,@student_100552,84
100553,Smirnov Alexey Sergeevna,@student_100553,78
100554,Novikov Alexey Petrovich,@student_100554,39
100555,Vasiliev Anastasia Alexandrovich,@student_100555,19
100556,Lebedev Dmitry Ivanovich,@student_100556,42
100557,Vasiliev Daria Andreevna,@student_100557,94
100558,Kuznetsov Anastasia Petrovna,@student_100558,7
100559,Lebedev Alexey Petrovna,@student_100559,79
100560,Smirnov Andrey Mikhailovich,@student_100560,89
100561,Smirnov Sofia Mikhailovich,@student_100561,11
100562,Fedorov Ksenia Petrovna,@student_100562,17
100563,Sidorov Artem Ivanovna,@student_100563,55
100564,Smirnov Anna Alexandrovich,@student_100564,69
100565,Morozov Sofia Ivanovich,@student_100565,100
100566,Ivanov Anastasia Ivanovich,@student_100566,52
100567,Petrov Petr Sergeevna,@student_100567,73
100568,Petrov Anastasia Alexandrovich,@student_100568,32
100569,Kuznetsov Egor Sergeevich,@student_100569,42
100570,Smirnov Petr Andreevich,@student_100570,67
100571,Morozov Nikita Alexandrovich,@student_100571,79
100572,Fedorov Ksenia Andreevna,@student_100572,82
100573,Lebedev Artem Andreevich,@student_100573,32
100574,Smirnov Elena Dmitrievna,@student_100574,80
100575,Sidorov Egor Dmitrievich,@student_100575,90
100576,Kuznetsov Alexey Ivanovna,@student_100576,88
100577,Alekseev Petr Alexandrovich,@student_100577,15
100578,Kuznetsov Anna Dmitrievich,@student_100578,6
100579,Sokolov Petr Dmitrievich,@student_100579,0
100580,Petrov Artem Alexandrovna,@student_100580,78
100581,Petrov Ivan Alexandrovich,@student_100581,65
100582,Morozov Ksenia Alexandrovich,@student_100582,16
100583,Ivanov Alexey Ivanovich,@student_100583,86
100584,Kuznetsov Ksenia Ivanovna,@student_100584,54
100585,Vasiliev Ksenia Ivanovich,@student_100585,9
100586,Vasiliev Nikita Ivanovna,@student_100586,74
100587,Mikhailov Andrey Alexandrovich,@student_100587,75
100588,Smirnov Anna Ivanovna,@student_100588,75
100589,Fedorov Egor Alexandrovich,@student_100589,37
100590,Vasiliev Sergey Petrovna,@student_100590,21
100591,Novikov Polina Mikhailovna,@student_100591,12
100592,Morozov Petr Alexandrovich,@student_100592,17
100593,Sidorov Dmitry Ivanovich,@student_100593,83
100594,Ivanov Nikita Sergeevna,@student_100594,100
100595,Volkov Alexey Mikhailovna,@student_100595,66
100596,Sidorov Artem Andreevna,@student_100596,39
100597,Sidorov Alina Mikhailovna,@student_100597,98
100598,Lebedev Alina Mikhailovich,@student_100598,19
100599,Novikov Sergey Mikhailovich,@student_100599,66
100600,Lebedev Andrey Dmitrievich,@student_100600,74
100601,Ivanov Maria Dmitrievna,@student_100601,55
100602,Popov Ksenia Andreevich,@student_100602,71
100603,Vasiliev Ivan Ivanovna,@student_100603,4
100604,Alekseev Daria Andreevich,@student_100604,49
100605,Novikov Andrey Alexandrovich,@student_100605,42
100606,Smirnov Polina Petrovich,@student_100606,83
100607,Popov Maria Sergeevich,@student_100607,38
100608,Morozov Andrey Petrovich,@student_100608,52
100609,Sidorov Mikhail Mikhailovich,@student_100609,56
100610,Novikov Sofia Alexandrovna,@student_100610,6
100611,Popov Ivan Ivanovich,@student_100611,21
100612,Mikhailov Alina Dmitrievna,@student_100612,65
100613,Morozov Dmitry Alexandrovna,@student_100613,89
100614,Petrov Egor Alexandrovna,@student_100614,48
100615,Volkov Victoria Mikhailovich,@student_100615,6
100616,Popov Sergey Mikhailovich,@student_100616,59
100617,Vasiliev Dmitry Alexandrovich,@student_100617,68
100618,Ivanov Sergey Andreevna,@student_100618,10
100619,Vasiliev Sergey Petrovich,@student_100619,42
100620,Sokolov Dmitry Petrovich,@student_100620,13
100621,Novikov Alina Sergeevich,@student_100621,32
100622,Popov Nikita Dmitrievich,@student_100622,5
100623,Sokolov Nikita Alexandrovich,@student_100623,26
100624,Alekseev Daria Andreevich,@student_100624,20
100625,Volkov Alina Ivanovich,@student_100625,93
100626,Fedorov Petr Dmitrievna,@student_100626,10
100627,Ivanov Alexey Mikhailovich,@student_100627,62
100628,Vasiliev Alexey Sergeevich,@student_100628,86
100629,Lebedev Polina Petrovich,@student_100629,82
100630,Fedorov Anna Sergeevich,@student_100630,100
100631,Vasiliev Ivan Sergeevich,@student_100631,40
100632,Ivanov Mikhail Mikhailovich,@student_100632,95
100633,Petrov Maria Andreevna,@student_100633,81
100634,Alekseev Dmitry Alexandrovna,@student_100634,98
100635,Kuznetsov Egor Ivanovna,@student_100635,49
100636,Kuznetsov Anastasia Mikhailovna,@student_100636,38
100637,Volkov Nikita Alexandrovna,@student_100637,59
100638,Sokolov Alexey Sergeevna,@student_100638,32
100639,Smirnov Dmitry Mikhailovna,@student_100639,10
100640,Morozov Alina Ivanovich,@student_100640,59
100641,Mikhailov Nikita Sergeevna,@student_100641,41
100642,Vasiliev Artem Alexandrovna,@student_100642,63
100643,Popov Victoria Alexandrovna,@student_100643,94
100644,Fedorov Nikita Dmitrievna,@student_100644,33
100645,Kuznetsov Egor Mikhailovna,@student_100645,57
100646,Popov Egor Alexandrovich,@student_100646,66
100647,Popov Maria Andreevich,@student_100647,32
100648,Lebedev Mikhail Ivanovich,@student_100648,38
100649,Sokolov Petr Alexandrovich,@student_100649,16
100650,Sokolov Elena Mikhailovna,@student_100650,39
100651,Volkov Sergey Dmitrievna,@student_100651,56
100652,Morozov Polina Ivanovna,@student_100652,25
100653,Sokolov Ksenia Mikhailovna,@student_100653,93
100654,Sidorov Maria Petrovich,@student_100654,67
100655,Lebedev Petr Sergeevna,@student_100655,95
100656,Volkov Nikita Petrovich,@student_100656,93
100657,Alekseev Maria Mikhailovna,@student_100657,0
100658,Novikov Ivan Mikhailovna,@student_100658,68
100659,Alekseev Maria Petrovich,@student_100659,2
100660,Popov Elena Sergeevich,@student_100660,86
100661,Smirnov Egor Sergeevich,@student_100661,47
100662,Vasiliev Ivan Ivanovna,@student_100662,79
100663,Lebedev Mikhail Andreevna,@student_100663,88
100664,Lebedev Nikita Alexandrovna,@student_100664,57
100665,Ivanov Andrey Sergeevna,@student_100665,16
100666,Vasiliev Polina Sergeevich,@student_100666,50
100667,Smirnov Anna Dmitrievich,@student_100667,97
100668,Petrov Anastasia Alexandrovna,@student_100668,86
100669,Volkov Dmitry Mikhailovna,@student_100669,60
100670,Lebedev Alina Petrovna,@student_100670,37
100671,Petrov Alexey Andreevich,@student_100671,81
100672,Sokolov Egor Dmitrievich,@student_100672,57
100673,Novikov Anastasia Dmitrievna,@student_100673,61
100674,Alekseev Artem Mikhailovna,@student_100674,37
100675,Petrov Artem Petrovich,@student_100675,11
100676,Alekseev Polina Dmitrievich,@student_100676,84
100677,Petrov Andrey Sergeevna,@student_100677,30
100678,Fedorov Alina Ivanovich,@student_100678,2
100679,Lebedev Anna Ivanovna,@student_100679,46
100680,Vasiliev Sofia Petrovna,@student_100680,16
100681,Novikov Sofia Petrovich,@student_100681,38
100682,Morozov Daria Petrovich,@student_100682,4
100683,Mikhailov Egor Mikhailovna,@student_100683,52
100684,Alekseev Sergey Mikhailovich,@student_100684,14
100685,Mikhailov Dmitry Mikhailovich,@student_100685,34
100686,Sidorov Petr Ivanovna,@student_100686,95
100687,Sidorov Artem Dmitrievich,@student_100687,81
100688,Vasiliev Anastasia Dmitrievich,@student_100688,8
100689,Mikhailov Sofia Mikhailovna,@student_100689,88
100690,Alekseev Daria Andreevich,@student_100690,43
100691,Sidorov Artem Andreevich,@student_100691,3
100692,Smirnov Anna Andreevich,@student_100692,100
100693,Sokolov Anastasia Sergeevna,@student_100693,4
100694,Smirnov Elena Ivanovna,@student_100694,30
100695,Sokolov Victoria Andreevich,@student_100695,4
100696,Kuznetsov Victoria Dmitrievna,@student_100696,84
100697,Alekseev Alexey Dmitrievich,@student_100697,6
100698,Ivanov Ksenia Mikhailovna,@student_100698,15
100699,Fedorov Anna Ivanovich,@student_100699,92
100700,Alekseev Maria Sergeevna,@student_100700,40
100701,Morozov Artem Mikhailovna,@student_100701,6
100702,Sidorov Anastasia Alexandrovich,@student_100702,31
100703,Morozov Dmitry Ivanovna,@student_100703,28
100704,Sidorov Anastasia Sergeevich,@student_100704,9
100705,Fedorov Alina Petrovich,@student_100705,71
100706,Mikhailov Ksenia Petrovich,@student_100706,98
100707,Novikov Ksenia Andreevich,@student_100707,95
100708,Novikov Alexey Andreevna,@student_100708,80
100709,Kuznetsov Anna Andreevich,@student_100709,54
100710,Lebedev Alina Dmitrievich,@student_100710,98
100711,Vasiliev Elena Dmitrievna,@student_100711,48
100712,Vasiliev Egor Andreevna,@student_100712,39
100713,Kuznetsov Nikita Sergeevich,@student_100713,39
100714,Petrov Petr Dmitrievna,@student_100714,7
100715,Mikhailov Polina Dmitrievna,@student_100715,45
100716,Sidorov Victoria Alexandrovna,@student_100716,61
100717,Petrov Ivan Alexandrovich,@student_100717,15
100718,Volkov Sergey Dmitrievich,@student_100718,98
100719,Volkov Sergey Andreevich,@student_100719,52
100720,Novikov Victoria Andreevna,@student_100720,98
100721,Ivanov Sergey Ivanovna,@student_100721,4
100722,Popov Dmitry Mikhailovna,@student_100722,6
100723,Sidorov Dmitry Sergeevich,@student_100723,57
100724,Popov Victoria Dmitrievich,@student_100724,54
100725,Novikov Daria Alexandrovna,@student_100725,20
100726,Sokolov Ksenia Andreevna,@student_100726,62
100727,Novikov Alina Petrovna,@student_100727,95
100728,Petrov Mikhail Petrovich,@student_100728,9
100729,Sokolov Sergey Andreevich,@student_100729,44
100730,Novikov Victoria Alexandrovna,@student_100730,38
100731,Kuznetsov Polina Petrovich,@student_100731,54
100732,Vasiliev Dmitry Petrovna,@student_100732,32
100733,Sidorov Sofia Sergeevich,@student_100733,67
100734,Sidorov Artem Alexandrovna,@student_100734,23
100735,Morozov Elena Andreevna,@student_100735,17
100736,Fedorov Victoria Dmitrievna,@student_100736,18
100737,Volkov Alexey Petrovna,@student_100737,50
100738,Sokolov Anna Ivanovich,@student_100738,51
100739,Lebedev Artem Dmitrievich,@student_100739,100
100740,Petrov Egor Ivanovna,@student_100740,48
100741,Alekseev Artem Mikhailovna,@student_100741,6
100742,Morozov Maria Dmitrievich,@student_100742,23
100743,Fedorov Daria Petrovna,@student_100743,5
100744,Mikhailov Anastasia Ivanovich,@student_100744,47
100745,Sokolov Alina Dmitrievich,@student_100745,48
100746,Fedorov Petr Alexandrovna,@student_100746,83
100747,Fedorov Daria Dmitrievna,@student_100747,78
100748,Alekseev Artem Mikhailovich,@student_100748,64
100749,Sidorov Alina Dmitrievna,@student_100749,63
100750,Kuznetsov Mikhail Mikhailovich,@student_100750,66
100751,Morozov Sofia Mikhailovna,@student_100751,97
100752,Fedorov Nikita Petrovna,@student_100752,42
100753,Novikov Ksenia Andreevich,@student_100753,51
100754,Ivanov Elena Mikhailovich,@student_100754,46
100755,Sokolov Sergey Petrovna,@student_100755,75
100756,Popov Alexey Andreevich,@student_100756,20
100757,Popov Daria Petrovich,@student_100757,75
100758,Smirnov Alina Dmitrievna,@student_100758,27
100759,Mikhailov Alexey Petrovich,@student_100759,96
100760,Volkov Dmitry Dmitrievich,@student_100760,19
100761,Popov Andrey Alexandrovich,@student_100761,53
100762,Sidorov Alina Dmitrievna,@student_100762,76
100763,Sidorov Elena Alexandrovna,@student_100763,17
100764,Morozov Nikita Alexandrovna,@student_100764,48
100765,Volkov Alexey Andreevich,@student_100765,27
100766,Smirnov Mikhail Andreevich,@student_100766,12
100767,Fedorov Maria Alexandrovna,@student_100767,71
100768,Sidorov Petr Andreevich,@student_100768,48
100769,Smirnov Polina Petrovna,@student_100769,75
100770,Petrov Ksenia Sergeevich,@student_100770,45
100771,Vasiliev Ksenia Dmitrievich,@student_100771,24
100772,Popov Nikita Sergeevich,@student_100772,17
100773,Smirnov Egor Alexandrovich,@student_100773,39
100774,Fedorov Sergey Andreevna,@student_100774,75
100775,Sidorov Mikhail Sergeevich,@student_100775,27
100776,Popov Alexey Ivanovich,@student_100776,44
100777,Fedorov Mikhail Andreevna,@student_100777,37
100778,Alekseev Sergey Ivanovna,@student_100778,77
100779,Ivanov Victoria Andreevich,@student_100779,50
100780,Novikov Daria Ivanovich,@student_100780,87
100781,Novikov Anastasia Mikhailovich,@student_100781,61
100782,Vasiliev Alina Alexandrovna,@student_100782,91
100783,Sokolov Polina Andreevich,@student_100783,46
100784,Morozov Petr Sergeevna,@student_100784,1
100785,Mikhailov Egor Mikhailovich,@student_100785,49
100786,Sokolov Artem Mikhailovich,@student_100786,57
100787,Morozov Maria Petrovna,@student_100787,84
100788,Lebedev Alexey Sergeevna,@student_100788,22
100789,Sidorov Polina Ivanovich,@student_100789,85
100790,Morozov Anastasia Sergeevna,@student_100790,88
100791,Petrov Alina Sergeevich,@student_100791,31
100792,Petrov Artem Dmitrievna,@student_100792,27
100793,Volkov Daria Petrovna,@student_100793,94
100794,Vasiliev Mikhail Mikhailovna,@student_100794,56
100795,Novikov Andrey Dmitrievich,@student_100795,17
100796,Smirnov Dmitry Dmitrievna,@student_100796,5
100797,Novikov Victoria Dmitrievna,@student_100797,40
100798,Ivanov Ksenia Ivanovich,@student_100798,68
100799,Fedorov Dmitry Dmitrievna,@student_100799,17
100800,Smirnov Ksenia Mikhailovna,@student_100800,26
100801,Alekseev Victoria Dmitrievna,@student_100801,14
100802,Kuznetsov Sofia Mikhailovna,@student_100802,82
100803,Vasiliev Sergey Mikhailovna,@student_100803,27
100804,Popov Anastasia Ivanovna,@student_100804,26
100805,Ivanov Artem Mikhailovna,@student_100805,43
100806,Fedorov Andrey Dmitrievna,@student_100806,78
100807,Novikov Polina Petrovna,@student_100807,38
100808,Morozov Ksenia Alexandrovna,@student_100808,21
100809,Fedorov Ivan Petrovna,@student_100809,57
100810,Popov Anastasia Andreevna,@student_100810,3
100811,Smirnov Sergey Andreevna,@student_100811,52
100812,Fedorov Ksenia Dmitrievna,@student_100812,8
100813,Sidorov Nikita Alexandrovich,@student_100813,75
100814,Sidorov Nikita Dmitrievich,@student_100814,19
100815,Sidorov Dmitry Ivanovna,@student_100815,41
100816,Vasiliev Egor Dmitrievna,@student_100816,87
100817,Sokolov Daria Dmitrievna,@student_100817,69
100818,Sidorov Anastasia Sergeevich,@student_100818,41
100819,Novikov Artem Dmitrievich,@student_100819,93
100820,Petrov Sergey Mikhailovna,@student_100820,73
100821,Petrov Polina Mikhailovna,@student_100821,9
100822,Vasiliev Egor Petrovich,@student_100822,20
100823,Sidorov Dmitry Andreevich,@student_100823,46
100824,Smirnov Andrey Sergeevich,@student_100824,80
100825,Smirnov Victoria Ivanovna,@student_100825,81
100826,Novikov Andrey Petrovna,@student_100826,27
100827,Petrov Andrey Dmitrievich,@student_100827,13
100828,Ivanov Victoria Ivanovna,@student_100828,40
100829,Alekseev Sergey Andreevich,@student_100829,85
100830,Novikov Nikita Dmitrievich,@student_100830,3
100831,Petrov Dmitry Alexandrovna,@student_100831,64
100832,Vasiliev Polina Sergeevich,@student_100832,21
100833,Popov Victoria Petrovna,@student_100833,85
100834,Smirnov Ksenia Petrovich,@student_100834,22
100835,Sokolov Petr Andreevna,@student_100835,87
100836,Mikhailov Mikhail Petrovich,@student_100836,62
100837,Mikhailov Polina Petrovna,@student_100837,12
100838,Petrov Polina Sergeevich,@student_100838,94
100839,Petrov Elena Mikhailovna,@student_100839,44
100840,Ivanov Alina Sergeevich,@student_100840,53
100841,Lebedev Elena Ivanovich,@student_100841,82
100842,Sidorov Elena Petrovna,@student_100842,29
100843,Vasiliev Alexey Mikhailovna,@student_100843,24
100844,Kuznetsov Anna Sergeevna,@student_100844,51
100845,Sokolov Maria Andreevna,@student_100845,39
100846,Volkov Polina Mikhailovna,@student_100846,92
100847,Morozov Sergey Dmitrievna,@student_100847,74
100848,Kuznetsov Sofia Dmitrievich,@student_100848,52
100849,Morozov Dmitry Alexandrovich,@student_100849,80
100850,Vasiliev Anastasia Ivanovich,@student_100850,72
100851,Volkov Victoria Sergeevich,@student_100851,99
100852,Popov Nikita Alexandrovich,@student_100852,64
